(K/u)_L,(K/u)_M,Jm_L,Jm_M,u_L/u_M(Shear contrast),volume contrast,critical strain,wavenumber
0.75,1,1,0.895424251,1,0.584962501,0.101660178,0.907853987
1,1,1,0.895424251,1,0.584962501,0.101660178,0.907853987
0,1,1,0.939794001,1,0.584962501,0.100238822,0.898451077
0.075257499,1,1,0.939794001,1,0.584962501,0.101176747,0.903263195
0.25,1,1,0.939794001,1,0.584962501,0.101609112,0.906725928
0.5,1,1,0.939794001,1,0.584962501,0.101699329,0.907853987
0.75,1,1,0.939794001,1,0.584962501,0.101707841,0.907853987
1,1,1,0.939794001,1,0.584962501,0.101707841,0.907853987
0,1,1,1,1,0.584962501,0.100276271,0.898451077
0.075257499,1,1,1,1,0.584962501,0.101212494,0.903263195
0.25,1,1,1,1,0.584962501,0.101646561,0.906725928
0.5,1,1,1,1,0.584962501,0.101735076,0.907853987
0.75,1,1,1,1,0.584962501,0.101743587,0.907853987
1,1,1,1,1,0.584962501,0.10174529,0.907853987
0,1,1,0,1,1,0.080168138,0.846214106
0.075257499,1,1,0,1,1,0.080766083,0.848272573
0.25,1,1,0,1,1,0.081231276,0.85226639
0.5,1,1,0,1,1,0.081333908,0.85226639
0.75,1,1,0,1,1,0.081344227,0.85226639
1,1,1,0,1,1,0.081345342,0.85226639
0,1,1,0.2,1,1,0.080605162,0.844112299
0.075257499,1,1,0.2,1,1,0.081221793,0.848272573
0.25,1,1,0.2,1,1,0.08170344,0.85226639
0.5,1,1,0.2,1,1,0.081808583,0.85226639
0.75,1,1,0.2,1,1,0.08181918,0.85226639
1,1,1,0.2,1,1,0.081820296,0.85226639
0,1,1,0.260205999,1,1,0.081054179,0.844112299
0.075257499,1,1,0.260205999,1,1,0.081691727,0.848272573
0.25,1,1,0.260205999,1,1,0.082190107,0.850289452
0.5,1,1,0.260205999,1,1,0.082299433,0.85226639
0.75,1,1,0.260205999,1,1,0.08231031,0.85226639
1,1,1,0.260205999,1,1,0.082311425,0.85226639
0,1,1,0.4,1,1,0.081365702,0
0.075257499,1,1,0.4,1,1,0.084378296,0.844112299
0.25,1,1,0.4,1,1,0.084995484,0.848272573
0.5,1,1,0.4,1,1,0.08512991,0.848272573
0.75,1,1,0.4,1,1,0.085143576,0.848272573
1,1,1,0.4,1,1,0.085144692,0.848272573
0,1,1,0.539794001,1,1,0.085011381,0
0.075257499,1,1,0.539794001,1,1,0.087777156,0
0.25,1,1,0.539794001,1,1,0.089032171,0.811787949
0.5,1,1,0.539794001,1,1,0.089266998,0.817494195
0.75,1,1,0.539794001,1,1,0.089290425,0.817494195
1,1,1,0.539794001,1,1,0.089292656,0.817494195
0,1,1,0.6,1,1,0.084730258,0
0.075257499,1,1,0.6,1,1,0.08749157,0
0.25,1,1,0.6,1,1,0.082952877,0
0.5,1,1,0.6,1,1,0.083630586,0
0.75,1,1,0.6,1,1,0.082988576,0
1,1,1,0.6,1,1,0.082988576,0
0,1,1,0.695424251,1,1,0.080662056,0
0.075257499,1,1,0.695424251,1,1,0.087497427,0
0.25,1,1,0.695424251,1,1,0.088809057,0
0.5,1,1,0.695424251,1,1,0.089173012,0
0.75,1,1,0.695424251,1,1,0.089206758,0
1,1,1,0.695424251,1,1,0.089200901,0
0,1,1,0.790848502,1,1,0.085896306,0
0.075257499,1,1,0.790848502,1,1,0.087467585,0
0.25,1,1,0.790848502,1,1,0.088827464,0
0.5,1,1,0.790848502,1,1,0.089140381,0
0.75,1,1,0.790848502,1,1,0.089178589,0
1,1,1,0.790848502,1,1,0.089172175,0
0,1,1,0.8,1,1,0.085892123,0
0.075257499,1,1,0.8,1,1,0.087462008,0
0.25,1,1,0.8,1,1,0.088819655,0
0.5,1,1,0.8,1,1,0.089087949,0
0.75,1,1,0.8,1,1,0.089171059,0
1,1,1,0.8,1,1,0.089176358,0
0,1,1,0.895424251,1,1,0.085845827,0
0.075257499,1,1,0.895424251,1,1,0.087430214,0
0.25,1,1,0.895424251,1,1,0.088803758,0
0.5,1,1,0.895424251,1,1,0.089107472,0
0.75,1,1,0.895424251,1,1,0.089156278,0
1,1,1,0.895424251,1,1,0.089153489,0
0,1,1,0.939794001,1,1,0.085840249,0
0.075257499,1,1,0.939794001,1,1,0.087416548,0
0.25,1,1,0.939794001,1,1,0.088753279,0
0.5,1,1,0.939794001,1,1,0.089120301,0
0.75,1,1,0.939794001,1,1,0.089151258,0
1,1,1,0.939794001,1,1,0.089143728,0
0,1,1,1,1,1,0.085872043,0
0.075257499,1,1,1,1,1,0.087449457,0
0.25,1,1,1,1,1,0.088801248,0
0.5,1,1,1,1,1,0.089117791,0
0.75,1,1,1,1,1,0.089144007,0
1,1,1,1,1,1,0.089153768,0
1,0.25,0,1,1,0,0.259667352,0.994973065
1,0.5,0,1,1,0,0.248742483,0.993080456
1,0.75,0,1,1,0,0.247782429,0.993080456
1,1,0,1,1,0,0.247687104,0.993080456
1,0.25,0.2,1,1,0,0.234619136,0.992120524
1,0.5,0.2,1,1,0,0.226451869,0.990663095
1,0.75,0.2,1,1,0,0.225718211,0.990663095
1,1,0.2,1,1,0,0.225646717,0.990663095
1,0.075257499,0.260205999,1,1,0,0.283827006,1
1,0.25,0.260205999,1,1,0,0.214490346,0.989184074
1,0.5,0.260205999,1,1,0,0.208219355,0.988185744
1,0.75,0.260205999,1,1,0,0.207645706,0.988185744
1,1,0.260205999,1,1,0,0.207589533,0.987682811
1,0.075257499,0.4,1,1,0,0.166356578,0.978720881
1,0.25,0.4,1,1,0,0.15316605,0.975355435
1,0.5,0.4,1,1,0,0.1509072,0.97478333
1,0.75,0.4,1,1,0,0.150691018,0.97478333
1,1,0.4,1,1,0,0.150668889,0.97478333
1,0,0.539794001,1,1,0,0.13105417,0.966409263
1,0.075257499,0.539794001,1,1,0,0.122309849,0.963881733
1,0.25,0.539794001,1,1,0,0.117240628,0.962593559
1,0.5,0.539794001,1,1,0,0.116248232,0.961943184
1,0.75,0.539794001,1,1,0,0.116152907,0.961943184
1,1,0.539794001,1,1,0,0.116142694,0.961943184
1,0,0.6,1,1,0,0.122200907,0.963239723
1,0.075257499,0.6,1,1,0,0.115269453,0.961288545
1,0.25,0.6,1,1,0,0.111053046,0.959966246
1,0.5,0.6,1,1,0,0.11021385,0.95929847
1,0.75,0.6,1,1,0,0.110132144,0.95929847
1,1,0.6,1,1,0,0.110123632,0.95929847
1,0,0.695424251,1,1,0,0.116173334,0.960629585
1,0.075257499,0.695424251,1,1,0,0.110304068,0.958626197
1,0.25,0.695424251,1,1,0,0.106625564,0.957949367
1,0.5,0.695424251,1,1,0,0.105885097,0.957267916
1,0.75,0.695424251,1,1,0,0.105811901,0.957267916
1,1,0.695424251,1,1,0,0.105805092,0.957267916
1,0,0.790848502,1,1,0,0.114132368,0.959966246
1,0.075257499,0.790848502,1,1,0,0.108595036,0.957949367
1,0.25,0.790848502,1,1,0,0.10509186,0.956581782
1,0.5,0.790848502,1,1,0,0.104383736,0.956581782
1,0.75,0.790848502,1,1,0,0.104313944,0.956581782
1,1,0.790848502,1,1,0,0.104307136,0.956581782
1,0,0.8,1,1,0,0.114030235,0.959966246
1,0.075257499,0.8,1,1,0,0.108509925,0.957949367
1,0.25,0.8,1,1,0,0.105013558,0.957267916
1,0.5,0.8,1,1,0,0.104307136,0.956581782
1,0.75,0.8,1,1,0,0.104237344,0.956581782
1,1,0.8,1,1,0,0.104230536,0.956581782
1,0,0.895424251,1,1,0,0.113415732,0.959966246
1,0.075257499,0.895424251,1,1,0,0.107990747,0.957949367
1,0.25,0.895424251,1,1,0,0.104547149,0.956581782
1,0.5,0.895424251,1,1,0,0.103849237,0.956581782
1,0.75,0.895424251,1,1,0,0.103781149,0.956581782
1,1,0.895424251,1,1,0,0.10377434,0.956581782
1,0,0.939794001,1,1,0,0.113293172,0.959966246
1,0.075257499,0.939794001,1,1,0,0.107886911,0.957949367
1,0.25,0.939794001,1,1,0,0.104453527,0.956581782
1,0.5,0.939794001,1,1,0,0.10375902,0.956581782
1,0.75,0.939794001,1,1,0,0.103690931,0.956581782
1,1,0.939794001,1,1,0,0.103684122,0.956581782
1,0,1,1,1,0,0.11319955,0.959966246
1,0.075257499,1,1,1,0,0.107808609,0.957949367
1,0.25,1,1,1,0,0.104382033,0.956581782
1,0.5,1,1,1,0,0.103689229,0.956581782
1,0.75,1,1,1,0,0.10362114,0.956581782
1,1,1,1,1,0,0.103614331,0.956581782
0,1,1,1,0,0,0.413708344,0
0.075257499,1,1,1,0,0,0.554729032,0
0.150514998,1,1,1,0,0,0.731693865,0
0.194537813,1,1,1,0,0,0.847039919,0.895967781
0.225772497,1,1,1,0,0,0.93244046,0.908980533
0.25,1,1,1,0,0,1,0.917481112
0,1,1,1,0.150514998,0,0.401469359,0
0.075257499,1,1,1,0.150514998,0,0.537386781,0.460737265
0.150514998,1,1,1,0.150514998,0,0.693286602,0.916457289
0.194537813,1,1,1,0.150514998,0,0.785528379,0.936862321
0.225772497,1,1,1,0.150514998,0,0.849937103,0.947965329
0.25,1,1,1,0.150514998,0,0.898925386,0.955202184
0,1,1,1,0.349485002,0,0.38110396,0
0.075257499,1,1,1,0.349485002,0,0.483828028,0.930810561
0.150514998,1,1,1,0.349485002,0,0.570901855,0.965153497
0.194537813,1,1,1,0.349485002,0,0.611794365,0.978720881
0.225772497,1,1,1,0.349485002,0,0.63612254,0.98564535
0.25,1,1,1,0.349485002,0,0.652414519,0.990172519
0,1,1,1,0.5,0,0.340720415,0.927170989
0.075257499,1,1,1,0.5,0,0.393138678,0.963239723
0.150514998,1,1,1,0.5,0,0.425547307,0.984610811
0.194537813,1,1,1,0.5,0,0.437350524,0.992120524
0.225772497,1,1,1,0.5,0,0.443429163,0.995906082
0.25,1,1,1,0.5,0,0.447129796,0.998653929
0,1,1,1,0.650514998,0,0.265259155,0.956581782
0.075257499,1,1,1,0.650514998,0,0.280609804,0.976489903
0.150514998,1,1,1,0.650514998,0,0.287759142,0.986669278
0.194537813,1,1,1,0.650514998,0,0.289989055,0.990172519
0.225772497,1,1,1,0.650514998,0,0.291066562,0.992120524
0.25,1,1,1,0.650514998,0,0.291699789,0.993080456
0,1,1,1,0.738560627,0,0.215620622,0.963239723
0.075257499,1,1,1,0.738560627,0,0.221561381,0.975924281
0.150514998,1,1,1,0.738560627,0,0.224107907,0.981976565
0.194537813,1,1,1,0.738560627,0,0.224879014,0.984089493
0.225772497,1,1,1,0.738560627,0,0.225250099,0.98512942
0.25,1,1,1,0.738560627,0,0.225464579,0.986158627
0,1,1,1,0.801029996,0,0.182840909,0.963881733
0.075257499,1,1,1,0.801029996,0,0.185685324,0.972461548
0.150514998,1,1,1,0.801029996,0,0.186875178,0.977052339
0.194537813,1,1,1,0.801029996,0,0.187234347,0.978720881
0.225772497,1,1,1,0.801029996,0,0.187406271,0.979270922
0.25,1,1,1,0.801029996,0,0.187505,0.979817949
0,1,1,1,0.849485002,0,0.159830254,0.962593559
0.075257499,1,1,1,0.849485002,0,0.161408215,0.968874379
0.150514998,1,1,1,0.849485002,0,0.162063571,0.972461548
0.194537813,1,1,1,0.849485002,0,0.162261029,0.973629188
0.225772497,1,1,1,0.849485002,0,0.162354651,0.974207927
0.25,1,1,1,0.849485002,0,0.162410825,0.97478333
0,1,1,1,0.889075625,0,0.142775679,0.959966246
0.075257499,1,1,1,0.889075625,0,0.143744244,0.965783355
0.150514998,1,1,1,0.889075625,0,0.144147671,0.968263783
0.194537813,1,1,1,0.889075625,0,0.144271934,0.968874379
0.225772497,1,1,1,0.889075625,0,0.144329809,0.969481263
0.25,1,1,1,0.889075625,0,0.144363854,0.97008448
0,1,1,1,0.92254902,0,0.129583449,0.957949367
0.075257499,1,1,1,0.92254902,0,0.130228592,0.962593559
0.150514998,1,1,1,0.92254902,0,0.130497543,0.96451964
0.194537813,1,1,1,0.92254902,0,0.13057925,0.965153497
0.225772497,1,1,1,0.92254902,0,0.130618401,0.965783355
0.25,1,1,1,0.92254902,0,0.130642232,0.965783355
0,1,1,1,0.951544993,0,0.11904158,0.955195203
0.075257499,1,1,1,0.951544993,0,0.119494372,0.95929847
0.150514998,1,1,1,0.951544993,0,0.119686723,0.961288545
0.194537813,1,1,1,0.951544993,0,0.119744598,0.961943184
0.225772497,1,1,1,0.951544993,0,0.119771834,0.961943184
0.25,1,1,1,0.951544993,0,0.119790558,0.961943184
0,1,1,1,0.977121255,0,0.110390882,0.953078541
0.075257499,1,1,1,0.977121255,0,0.110729624,0.9558909
0.150514998,1,1,1,0.977121255,0,0.110870908,0.957949367
0.194537813,1,1,1,0.977121255,0,0.110915166,0.958626197
0.225772497,1,1,1,0.977121255,0,0.110935593,0.958626197
0.25,1,1,1,0.977121255,0,0.110947509,0.958626197
0,1,1,1,1,0,0.103147922,0.950916028
0.075257499,1,1,1,1,0,0.103406659,0.953789093
0.150514998,1,1,1,1,0,0.103517304,0.955195203
0.194537813,1,1,1,1,0,0.103551348,0.955195203
0.225772497,1,1,1,1,0,0.103568371,0.9558909
0.25,1,1,1,1,0,0.103576882,0.9558909
